,rank,tax_id,tax_name,colind,CC11CM22,CC11CM5,CC11CM20,CC11CM12,CC11CM68,CC11CM2,CC11CM58,CC11CM95,CC11CM17,CC11CM87,CC11CM48,CC11CM35,CC11CM66,CC11CM1,CC11CM84,CC11CM33,CC11CM21,CC11CM39,CC11CM0,CC11CM63,CC11CM44,CC11CM55,CC11CM41,CC11CM25,CC11CM69,CC11CM11,CC11CM89,CC11CM96,CC11CM47,CC11CM40,CC11CM83,CC11CM15,CC11CM70,CC11CM73,CC11CM7,CC11CM6,CC11CM18,CC11CM98,CC11CM36,CC11CM8,CC11CM82,CC11CM26,CC11CM9,CC11CM94,CC11CM78,CC11CM81,CC11CM38,CC11CM75,CC11CM28,CC11CM32,CC11CM88,CC11CM54,CC11CM16,CC11CM4,CC11CM67,CC11CM27,CC11CM79,CC11CM72,CC11CM42,CC11CM76,CC11CM77,CC11CM57,CC11CM56,CC11CM62,CC11CM99,CC11CM64,CC11CM37,CC11CM10,CC11CM97,CC11CM93,CC11CM23,CC11CM61,CC11CM14,CC11CM59,CC11CM60,CC11CM46,CC11CM45,CC11CM53,CC11CM43,CC11CM71,CC11CM3,CC11CM86,CC11CM29,CC11CM31,CC11CM30,CC11CM19,CC11CM85,CC11CM80,CC11CM24,CC11CM52,CC11CM91,CC11CM90,CC11CM13,CC11CM92,CC11CM51,CC11CM65,CC11CM74,CC11CM34,CC11CM50,CC11CM49
75,superkingdom,2,Bacteria,AB547652.1.1488,,81.0,,,,,,,,,,393.0,,,,,,,,201.0,,,51.0,,,,,,,,,,,,,,,,,,,,,,,451.0,,,,,,,,,236.0,,,,,,,,,,,,,,,,,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,genus,1434702,Taibaiella,AB574482.1.1489,,3446.0,,2010.0,,1390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005.0,3826.0,,,,,,,,,,,482.0,,,,,,,1166.0,,,,,,,,,,,,,720.0,,,,,3217.0,
77,phylum,1239,Firmicutes,AB649276.1.1495,,147.0,364.0,23.0,,,34.0,560.0,,,,237.0,,76.0,,254.0,183.0,,,,,330.0,,,,,,,,109.0,,,,,,,,,468.0,200.0,283.0,122.0,,,256.0,357.0,94.0,,172.0,,267.0,96.0,,,,,,,95.0,307.0,,113.0,359.0,270.0,680.0,,286.0,311.0,,128.0,,240.0,246.0,,,,,,,,,,,,,,,,,64.0,,,288.0,,,,,,90.0,
78,genus,551771,Vulcanibacillus,ABAX03000028.532.2053,,209.0,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.0,349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.0,,,,,,,,,,,,,,,,
79,genus,551771,Vulcanibacillus,ACBZ01000217.267.1788,,3094.0,,,,,,,,,456.0,,,,,,,,,,2455.0,,,3075.0,3084.0,886.0,,,,2572.0,24.0,,,,,,,689.0,,1046.0,,,,,,,,,,,,,,,,,,,950.0,,,,2814.0,,,,,,,,,,,,,,,,167.0,,,,,,,,,39.0,,,1788.0,,,1261.0,,,,,,
80,genus,551771,Vulcanibacillus,ACIN03000016.621.2163,,196.0,,325.0,,,,,,,,,,,,,,,,,,,,304.0,,,,,,,,,,,,,,,,,,,,,,,258.0,,,,,,,,,,,,189.0,417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,
81,superkingdom,2,Bacteria,AE015928.4983424.4984906,,1699.0,,,,,,,,,508.0,,,,,,,,,,739.0,,,,,,,,,,,,,,616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,genus,551771,Vulcanibacillus,AECS01000020.54.1603,,7.0,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,
83,superkingdom_,1783272,Terrabacteria group,AEVN01000008.93.1738,,111.0,,9.0,958.0,,,,,,,,,,,,,,,,,,,,,,,565.0,,,,,,,,,,,,,780.0,,,,,,,,,,,,,411.0,,,,,,,,,,,,,,,1299.0,,,,,,,,,,,,283.0,,,,,,,,,,,,,,,,,,,
84,superkingdom,2,Bacteria,AF183405.1.1453,,951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,phylum,1239,Firmicutes,AGEL01000006.617172.618690,,60.0,,,,,,,,,85.0,,,110.0,,,105.0,,,,,,178.0,,,,,,,,77.0,118.0,,,186.0,,,,,175.0,,,,,,,85.0,121.0,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.0,,,,,,,,,22.0,,,,
86,superkingdom,2,Bacteria,AGXJ01000031.101.1620,,1441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,genus,12916,Acidovorax,AJ832129.1.1391,,1143.0,,,832.0,,,,,,,,,,,,,,,,3932.0,,,,,5691.0,,,,,,,4041.0,,2058.0,,,,,,,2323.0,,,,,,,,666.0,,,2648.0,500.0,,,,,,5710.0,811.0,,,5739.0,,,,,,,,,,,,,,,4545.0,4956.0,4638.0,,,,,,,,,,,5589.0,,,,,,,,
88,order,135619,Oceanospirillales,AKCF01000001.5844485.5846004,,10.0,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,genus,1434702,Taibaiella,AWWG01000020.296.1831,,226.0,700.0,,,,,,221.0,425.0,,,,682.0,,,,,,,,85.0,,,,,1531.0,,,289.0,,,,,,,,529.0,,,449.0,,,,,,,,,,578.0,388.0,,,,,,,,,,149.0,201.0,,766.0,,,,,292.0,,,,534.0,,,,467.0,735.0,,215.0,,,230.0,,430.0,,,,,1844.0,,166.0,,,,1063.0,,897.0,
90,superkingdom,2,Bacteria,BAJK01000111.3667.5173,,1251.0,,,,,,,,,1503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5397.0,,,,,,,,,,,,,,
91,genus,1434702,Taibaiella,CP003274.119147.120561,,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,genus,551771,Vulcanibacillus,EF108444.1.1344,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,superkingdom,2,Bacteria,FJ611794.1.1404,,313.0,,,,,,,,,,1272.0,,,,,,,1954.0,785.0,,,239.0,,816.0,,,,,,,,,,,1889.0,,,,,,,,596.0,1411.0,172.0,,,471.0,606.0,,2193.0,,,,,,,,,732.0,,1388.0,1538.0,569.0,,,,,369.0,,,,,,876.0,,,,1086.0,2181.0,,,,,,,,,,,1113.0,799.0,2268.0,,,,,557.0,
94,order,135619,Oceanospirillales,FJ655907.1.1408,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,genus,1434702,Taibaiella,GM884221.1.1505,,147.0,,,,,,,,,,150.0,,,,,,,,369.0,,,,250.0,,,,,,642.0,,,,,,,,,,,,,,,,,,,,,,478.0,,,,,,,,,,,,,,,,,725.0,,,,,,,46.0,,,,,,554.0,,,,,440.0,,,,,,,,,,,,,
96,superkingdom,2,Bacteria,GU086205.1.1480,,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,217.0,,,,,,,23.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0
97,phylum,1224,Proteobacteria,HQ717311.1.1298,,492.0,,,,,,,,,,,,,,,,,,,,,1603.0,,,,,,,,,,,1060.0,,,,,,,,,,,,,,,,,,,1123.0,,,,,,,,,556.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,superkingdom_,1783272,Terrabacteria group,HW313945.1.1495,,596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0,,,,,,,,,,,,,,297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.0,,,,,,,
99,order,135619,Oceanospirillales,JF272614.1.1438,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,order,85006,Micrococcales,JGYV01000004.18610.19972,,191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,,,,,,,,,,,,,,,,
101,phylum,1239,Firmicutes,JN837495.1.1476,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,
102,superkingdom,2,Bacteria,JPJD01000056.3683.5194,,2.0,,,,,,8.0,,,,,,,,5.0,1.0,,,3.0,,,,,,,,,7.0,,,,,,1.0,,,,,,,,,14.0,,,,,,,,,9.0,,,,11.0,,,,,,,,14.0,,,,,,,6.0,,,2.0,,14.0,,,,,,,,,,,,,,4.0,,,,,,,,,
103,genus,551771,Vulcanibacillus,KF374935.1.1409,,1491.0,,,858.0,,595.0,621.0,2146.0,,,,3464.0,,,,,,,3476.0,787.0,202.0,113.0,986.0,742.0,,,,,825.0,,,,,,803.0,378.0,,,1573.0,,,,1401.0,261.0,,,,55.0,588.0,,,1025.0,485.0,,477.0,,,,,,622.0,,146.0,1055.0,2683.0,,,,5427.0,,1880.0,,351.0,,,569.0,,,,,,,,,332.0,,,,,,,436.0,,89.0,1506.0,,,647.0,
104,genus,551771,Vulcanibacillus,KF879137.1.1514,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,phylum,1224,Proteobacteria,NR_025569.1,,3327.0,671.0,5038.0,,,,,1718.0,20.0,,2701.0,,,68.0,,,,,6399.0,342.0,,,390.0,,,14.0,8139.0,,3020.0,5.0,,,,,,,3.0,,,,729.0,,,9120.0,15.0,2993.0,,,,,,,,,,,8015.0,,1152.0,,,,,,,,,,,3177.0,637.0,,1193.0,,,,,,,,,3022.0,,,1138.0,60.0,11.0,,,1050.0,,,,,,,,,283.0
106,superkingdom_,1783272,Terrabacteria group,NR_028883.1,,1094.0,80.0,,1548.0,,,,,,377.0,,,,,,,,,,,35.0,487.0,,,,,,,,,,,2182.0,,,,,,,,3678.0,,,,,336.0,,,,606.0,,,,619.0,,,,,,,,,,,,,1051.0,2931.0,1724.0,,,,,,,,,,,,,,,,,,,,,,,188.0,,,462.0,,295.0,999.0,
107,superkingdom,2,Bacteria,NR_041642.1,,896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2286.0,,,1600.0,,,,,,,,,,,,,,,,,,,,,,,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5659.0,,
108,genus,1434702,Taibaiella,NR_041668.1,,385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1372.0,,,,,,,,,,,,,,,,,,,,,,,,,,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,genus,551771,Vulcanibacillus,NR_041895.1,,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,genus,551771,Vulcanibacillus,NR_042007.1,,291.0,336.0,,,,,,,,,,314.0,,,,,,,,,1612.0,,,,658.0,,,,,,,,,,,,,,,,,96.0,433.0,,,,,,,,,,,,,,,,,,,,,,,,,1639.0,,,,293.0,,,,272.0,,,,,,,,,,,,,,,,,,,,,204.0,,
111,phylum,1239,Firmicutes,NR_042153.1,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,genus,1434702,Taibaiella,NR_042803.1,,609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,genus,551771,Vulcanibacillus,NR_042959.1,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
114,order,135619,Oceanospirillales,NR_074902.1,,1166.0,437.0,,,,,,,,,,,,,2559.0,,,,,1332.0,3752.0,573.0,,,1241.0,36.0,2854.0,,,24.0,,,,,,,6.0,,125.0,,1807.0,,,,,,,2133.0,,,,,,,,,,,3287.0,,,,,2968.0,,,,,,,,,418.0,,,,,,,,,,1560.0,,,,,,,227.0,,,,,,,,,
115,superkingdom,2,Bacteria,NR_102884.1,,1041.0,,,,,,,,,,479.0,,,,,,,,,,,,,,,169.0,,,,,,,,386.0,,,,547.0,,682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,,,,,,,,,,,,,,,,,,,,,,,892.0,,,,,434.0,
116,order,85006,Micrococcales,NR_113175.1,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,genus,551771,Vulcanibacillus,NR_113270.1,,744.0,,,,,442.0,,958.0,,,,,,,,,,,836.0,,,,,,1775.0,93.0,,,,,,,,,389.0,,,238.0,785.0,,,,,,,,,,,,,,2519.0,,,,,,,,,,,5474.0,,,,2667.0,1306.0,,,,472.0,,,,,,,,,,,,,,,,,866.0,1037.0,1498.0,2826.0,,,,,,
118,genus,1434702,Taibaiella,NR_114316.1,,1105.0,,,,,,,806.0,,,,,,,,,,,,,,,678.0,,,,,,,116.0,,,,,,,,,1357.0,,,,,,169.0,,2075.0,,,,,,,,,,,,,,,,610.0,,,,,,,,2308.0,,,,,,,,,1786.0,,,,,1831.0,48.0,,,,,,,,,868.0,268.0,,,
119,superkingdom_,1783272,Terrabacteria group,NR_119284.1,,662.0,,,,,,,,,,,,,,398.0,,,,,,,,,123.0,,,,,,,,,,,,,,,,1642.0,,,,,,,,,,,,,,,,,,,,,,,473.0,,,,,,,,,324.0,,,,,,,,,,,,516.0,,,,,933.0,,,1120.0,,,,,,,
120,superkingdom_,1783272,Terrabacteria group,NR_121725.1,,469.0,,,,,,,,1095.0,,,,,,,,,,,,770.0,,,,,,,,,,,,,,,,,1517.0,,,,,,,,,,,,,,,,,,,,,658.0,,,,,,,,694.0,,,,,,,2772.0,,,,,,,,,,,1578.0,,,,,,,,,,,,,,
121,genus,33882,Microbacterium,S44205.1.1376,,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,,79.0,,,,,
122,genus,551771,Vulcanibacillus,Y18188.1.1489,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,superkingdom,2,Bacteria,AB253726.1.1456,,,965.0,840.0,,,,,,,,,,,,,,,,,4555.0,,,,,,,,1210.0,,,,,,,,1243.0,,,,,,,,,,,,,,,,1137.0,,,,,,,,,,,,,,,,,,,,2985.0,,,,,,,1785.0,,,,2144.0,,,,,,,,,,,,,,,,
124,genus,551771,Vulcanibacillus,AB298909.1.1485,,,564.0,,,10914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,genus,551771,Vulcanibacillus,AB425942.1.1499,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,genus,551771,Vulcanibacillus,AB538437.1.1524,,,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,superkingdom,2,Bacteria,AB574481.1.1484,,,1077.0,,,,,,,,,,,,,,,,,,,,4849.0,,,,,,,,,,906.0,1115.0,,,,,,,,,,,,,4213.0,,,,,,,1936.0,,,2614.0,485.0,,,,2364.0,473.0,,,,,,,,,,1375.0,,1150.0,889.0,,,,,,,,727.0,,,,,832.0,,,,,,,,,1160.0,,
128,genus,1434702,Taibaiella,AB600999.1.1490,,,1299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2034.0,,,,,,,,,,581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,genus,551771,Vulcanibacillus,AB661433.1.1495,,,118.0,54.0,,,,,,850.0,,,,,1452.0,,,,,,,,,,,265.0,,,,,,,,,,,,,1579.0,,,,,,,,,,,121.0,905.0,,440.0,,,,,31.0,,,324.0,,,,,299.0,,,,794.0,,,,102.0,,,,,,,,357.0,137.0,,,,,208.0,1011.0,,,,280.0,,,,,,,
130,genus,1434702,Taibaiella,ACNN01000021.414.1888,,,269.0,,,,,,,,,,,,,,,,391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,superkingdom,2,Bacteria,ACZK01000043.3670.5190,,,415.0,,,,,,579.0,1596.0,987.0,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.0,,,,827.0,974.0,,,,,,,,,,,,,,2117.0,,,,,,,,,2229.0,,10.0,584.0,,,,,,,,,,,,,,,613.0,,,,
132,genus,1434702,Taibaiella,AFFW01000002.619047.620555,,,1405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,superkingdom,2,Bacteria,AGXH01000055.217311.218830,,,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,genus,1434702,Taibaiella,AGZP01000018.58956.60474,,,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.0,,,,,,,,,,,,,,,,,,,,,,,1638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,genus,551771,Vulcanibacillus,AJ270487.1.1456,,,299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,superkingdom,2,Bacteria,AKBX01000002.630005.631511,,,2584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2234.0,
137,genus,1434702,Taibaiella,AY547271.1.1466,,,3705.0,,,,,,,4142.0,,590.0,,,,,,,,,,3412.0,,,,,5867.0,,,,,,,,,,,,,,,,,,,,,1024.0,,,,713.0,1059.0,632.0,,,,,,,1534.0,,,,,,,,6.0,,,,,,5983.0,,,,,2045.0,,,3987.0,,,1801.0,,,,,,,2095.0,,,,,,,
138,superkingdom,2,Bacteria,AY724678.1.1465,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,155.0,,,,,,,,,,66.0,,,134.0,,,61.0,,1.0,,,,,,,116.0,,,,,
139,genus,551771,Vulcanibacillus,AY850121.1.1399,,,1364.0,,,,,,,,,1744.0,,,,,,,,,281.0,,,,,,,,,,,,,,,,,3606.0,,,,,,,,,,,,,,,,,,,,1017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,superkingdom,2,Bacteria,CDQR01002417.3665.5159,,,5951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,superkingdom,2,Bacteria,CP002530.2619825.2621344,,,874.0,950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.0,,,901.0,,,,,,,,,,,,,,,,,,,,,,
142,genus,1434702,Taibaiella,CP007034.2003593.2005133,,,449.0,,,,,,,,,,,,,,,,,,1059.0,,,,,,5853.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675.0,,,,,,,,,,,,,
143,genus,551771,Vulcanibacillus,DQ003631.1.1486,,,86.0,56.0,268.0,,,,,,,,,,,,,,,,,,,,266.0,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,100.0,,,61.0,,,,,,,,347.0,,,,43.0,,,,,,,,,,,,,,,,81.0,,,,,,,,,82.0,,,66.0,,268.0,,197.0
144,genus,551771,Vulcanibacillus,HM058967.1.1469,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,class,204432,Acidobacteriia,HQ457026.1.1378,,,3905.0,,,,,,,,,,3305.0,,,828.0,,,520.0,,,,4605.0,,,,,,,,,,,,,,,,,,,,,,,,,5526.0,6842.0,,,,,3086.0,,,,,,,,4670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9391.0,,,,,,,,,,,
146,superkingdom_,1783272,Terrabacteria group,HW161114.148.1610,,,407.0,,,,,,,,,741.0,,874.0,,548.0,,316.0,,,,,,,,,,,,,,,,,,,,739.0,,,,,,,,,109.0,,,,,,,,,,,,,,,,,,,,,,,,,339.0,,,,,,379.0,,,,,,,,,,,,,,,119.0,,,,,,,
147,superkingdom,2,Bacteria,JGEH01000053.107.1621,,,1219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,order,135619,Oceanospirillales,JNPD01000024.1.1507,,,325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5234.0,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3952.0,1260.0,,,,,,,,,,,,,,,,,,293.0,,,,,,,,,,,,,,126.0
149,superkingdom,2,Bacteria,JQ346729.1.1360,,,2.0,,,,1.0,8.0,,,,1.0,,,1.0,1.0,,,5.0,,,,2.0,,,2.0,,,2.0,,,,1.0,,2.0,,,,,1.0,,2.0,3.0,2.0,2.0,,,,2.0,,,3.0,,,,5.0,,1.0,,2.0,,1.0,,,,,2.0,,,,,,,,,7.0,2.0,4.0,,,,2.0,,,1.0,,,1.0,,,,,,,1.0,,,3.0,,
150,superkingdom,2,Bacteria,KC311367.1.1475,,,8.0,,,,,,12.0,12.0,,,,4.0,,,,3.0,,,,,,,8.0,5.0,,,,,3.0,,,,,,13.0,,,,5.0,,,,,,,3.0,,4.0,,,,,,,,,,6.0,13.0,,15.0,,,,,,32.0,,,,,,,,,,,,19.0,,,,,,,,,,,9.0,,,,,,,17.0,1.0
151,order,135619,Oceanospirillales,KC853284.1.1413,,,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,genus,1754,Thermoanaerobacter,KF705042.1.1484,,,1.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,genus,376488,Halotalea,NR_025423.1,,,251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,phylum,1239,Firmicutes,NR_025525.1,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,17.0,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,81.0,,,,,
155,superkingdom,2,Bacteria,NR_028933.1,,,1634.0,,,,,,,,,3358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,superkingdom,2,Bacteria,NR_041690.1,,,97.0,,,,,,,,,,,68.0,42.0,36.0,,,,,,59.0,,,,,,,,,,,,,,,,,,,,,,,14.0,,,113.0,,,,,,,125.0,,,,,,,,,,168.0,,,,,,164.0,,,,,,,,,,,,,,,,,89.0,,,,,,,,,,,,
157,superkingdom,2,Bacteria,NR_042960.1,,,11.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
158,superkingdom,2,Bacteria,NR_043017.1,,,1656.0,,,,,,,,,,,,,,,,954.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4819.0,,,,,,,,,,,,,,,540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,genus,551771,Vulcanibacillus,NR_104737.1,,,1610.0,,,,,,,,,,,821.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.0,,,,,126.0,,,,,,,,,,,,,,1202.0,,,,,,,,,983.0,,,,,,553.0,,,,,,,,,,,,,,
160,superkingdom,2,Bacteria,NR_113071.1,,,3595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1471.0,,,,,,,,,,,,726.0,,648.0,,2844.0,,,,,,,,,1274.0,,,,,,288.0,,,,263.0,,,,
