,rank,tax_id,tax_name,colind,CC11CM22,CC11CM5,CC11CM20,CC11CM12,CC11CM68,CC11CM2,CC11CM58,CC11CM95,CC11CM17,CC11CM87,CC11CM48,CC11CM35,CC11CM66,CC11CM1,CC11CM84,CC11CM33,CC11CM21,CC11CM39,CC11CM0,CC11CM63,CC11CM44,CC11CM55,CC11CM41,CC11CM25,CC11CM69,CC11CM11,CC11CM89,CC11CM96,CC11CM47,CC11CM40,CC11CM83,CC11CM15,CC11CM70,CC11CM73,CC11CM7,CC11CM6,CC11CM18,CC11CM98,CC11CM36,CC11CM8,CC11CM82,CC11CM26,CC11CM9,CC11CM94,CC11CM78,CC11CM81,CC11CM38,CC11CM75,CC11CM28,CC11CM32,CC11CM88,CC11CM54,CC11CM16,CC11CM4,CC11CM67,CC11CM27,CC11CM79,CC11CM72,CC11CM42,CC11CM76,CC11CM77,CC11CM57,CC11CM56,CC11CM62,CC11CM99,CC11CM64,CC11CM37,CC11CM10,CC11CM97,CC11CM93,CC11CM23,CC11CM61,CC11CM14,CC11CM59,CC11CM60,CC11CM46,CC11CM45,CC11CM53,CC11CM43,CC11CM71,CC11CM3,CC11CM86,CC11CM29,CC11CM31,CC11CM30,CC11CM19,CC11CM85,CC11CM80,CC11CM24,CC11CM52,CC11CM91,CC11CM90,CC11CM13,CC11CM92,CC11CM51,CC11CM65,CC11CM74,CC11CM34,CC11CM50,CC11CM49
982,order,85006,Micrococcales,JQ805707.1.1433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,genus,551771,Vulcanibacillus,KC569597.1.1426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,phylum,1239,Firmicutes,NR_026013.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,,,,,,,,,,,,
985,order,135619,Oceanospirillales,NR_102823.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,genus,1434702,Taibaiella,NR_113153.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,genus,551771,Vulcanibacillus,NR_126249.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,genus,33882,Microbacterium,X67149.1.1349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,genus,551771,Vulcanibacillus,Z36297.1.1553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,2696.0,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1422.0,
990,genus,551771,Vulcanibacillus,AB212809.1.1543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.0,,,,,,,,,,,,,553.0,,,,,,,,,,,,,,,,,,,,762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,superkingdom_,1783272,Terrabacteria group,ACGK02000001.81982.83485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,superkingdom,2,Bacteria,AGXE01000036.80799.82315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,superkingdom,2,Bacteria,AGXJ01000088.187910.189429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.0,,,,,,,,,,,,,,,,,,,,,,,,,
994,superkingdom,2,Bacteria,AGXZ01000020.342567.344082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,genus,1434702,Taibaiella,AGZO01000005.452.1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363.0,,,,,,,,,,,,,1594.0,,,,,,,,,,
996,genus,551771,Vulcanibacillus,AM774229.1.1387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,genus,551771,Vulcanibacillus,ASVU01000001.1313489.1315035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,superkingdom_,1783272,Terrabacteria group,AULA01000029.31.1567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,
999,genus,551771,Vulcanibacillus,AY117684.1.1456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,genus,551771,Vulcanibacillus,AZJE01000010.133433.134953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.0,,,,,,,,,,,,,,,,,,,,,,,,567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,,,,,,,,,,,,
1001,superkingdom,2,Bacteria,EU136686.1.1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4814.0,,,,,,,,,32.0,610.0,,,,,,,,,,,
1002,phylum,1224,Proteobacteria,FQ670204.427305.428844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,genus,551771,Vulcanibacillus,GU326240.1.1428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,phylum,1239,Firmicutes,JRNL01000120.1.1526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,order,135619,Oceanospirillales,KC210867.1.1405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,superkingdom_,1783272,Terrabacteria group,NR_026336.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,class,204432,Acidobacteriia,NR_029355.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037.0,,,,,,,,,,,,,,,,,,,,,,1229.0,,,,,,,,,,213.0,,,,,,,,,,,,,1132.0,,,990.0,,,,,379.0,,,,,,,,,,,1166.0,
1008,genus,551771,Vulcanibacillus,NR_042955.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,superkingdom,2,Bacteria,NR_113092.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,order,135619,Oceanospirillales,NR_118865.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,genus,551771,Vulcanibacillus,X82500.1.1504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,superkingdom,2,Bacteria,AB214328.1.1484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112.0,,,,,,,,,,,,,,,,,,,,,,,1520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,genus,1434702,Taibaiella,AB531490.1.1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2846.0,,,,,,,,,,,,,561.0,,,,,,,,,,,,559.0,,,,,,,,,,,1037.0,,,,,,,,,1079.0,,3152.0,,,,,,,,,,,,,,,,,
1014,genus,1434702,Taibaiella,AB547667.1.1486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,superkingdom,2,Bacteria,AB599950.1.1411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,phylum,1239,Firmicutes,ABAX03000028.532.2053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,,,,,,
1017,superkingdom_,1783272,Terrabacteria group,ACGC01000107.40.1553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
1018,order,85006,Micrococcales,AF432082.1.1445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,superkingdom,2,Bacteria,ASSO01000012.330141.331655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,genus,551771,Vulcanibacillus,CP001758.925273.926830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,superkingdom_,1783272,Terrabacteria group,EF028677.1.1366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,superkingdom_,1783272,Terrabacteria group,NR_036993.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2513.0,,,,,,,
1023,superkingdom_,1783272,Terrabacteria group,NR_043235.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,,,,,,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,genus,1434702,Taibaiella,AB554232.1.1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,superkingdom,2,Bacteria,ACDC03000040.49.1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,genus,551771,Vulcanibacillus,ADLU01000111.254.1772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0,,,,,,,,,,,,,648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,genus,551771,Vulcanibacillus,AM946015.18012.19555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,superkingdom,2,Bacteria,AY895205.1.1356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,order,135619,Oceanospirillales,CP003026.4624193.4625719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,genus,551771,Vulcanibacillus,DD411276.1.1508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,phylum,1239,Firmicutes,FJ489251.1.1478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,superkingdom,2,Bacteria,GU993268.1.1287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
1033,phylum,1239,Firmicutes,HC879889.1.1506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,genus,551771,Vulcanibacillus,HM596286.1.1523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,order,85006,Micrococcales,JGYQ01000004.374.1866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,order,85006,Micrococcales,JNKM01000001.1.1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,genus,1434702,Taibaiella,JQJB01000006.235548.237086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,genus,551771,Vulcanibacillus,JX099549.1.1437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,genus,1434702,Taibaiella,AB547637.1.1490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.0,,,,,,,,,,,,1407.0,,,,,,,,,,,,,,,,,2024.0,,,,,,,,,,,,707.0,,,,,,,,,63.0,,,,,,,,,,,,
1040,superkingdom,2,Bacteria,AB599951.1.1411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,superkingdom,2,Bacteria,ABIY02000097.119651.121166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,,1041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,order,135619,Oceanospirillales,AF010251.1.1373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,307.0,,,,,,,125.0,,81.0,,,252.0,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,genus,551771,Vulcanibacillus,AF412968.1.1463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,superkingdom,2,Bacteria,AGXJ01000051.206882.208401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1726.0
1045,genus,551771,Vulcanibacillus,CANO01000088.187.1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,superkingdom_,1783272,Terrabacteria group,EF028685.1.1367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,
1047,genus,551771,Vulcanibacillus,HE613569.370234.371734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2571.0,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,superkingdom,2,Bacteria,JN038566.1.1442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,genus,551771,Vulcanibacillus,JN613172.1.1484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5762.0,,,,,485.0,,,,,,,,,515.0,,,,,,,329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,superkingdom,2,Bacteria,JYFK01000107.53.1565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1336.0,,,,,,,,480.0,,,,891.0,,,,,,,,,,,,,,,,,,,,154.0,,
1051,genus,551771,Vulcanibacillus,KC569567.1.1426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,order,135619,Oceanospirillales,NR_026046.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,genus,1434702,Taibaiella,NR_115300.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,genus,12916,Acidovorax,NR_117778.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,class,1236,Gammaproteobacteria,NR_118835.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,phylum,1239,Firmicutes,NR_119322.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,,,,,,,,,,,,,,,,,,,,,,
1057,genus,1434702,Taibaiella,AB547654.1.1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,genus,551771,Vulcanibacillus,AB627078.1.1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.0,,,,,,,,,,,,,,,,,,,,,,,,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,order,135619,Oceanospirillales,AKVS01000025.13.1543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,genus,551771,Vulcanibacillus,AM039968.1.1512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,superkingdom,2,Bacteria,AY895196.1.1337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2911.0,,,,,,,,,,,,,,,,,,,,,,,,677.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,order,85006,Micrococcales,AZMV01000009.17979.19284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,superkingdom,2,Bacteria,GU086207.1.1483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,78.0,,,220.0,156.0,,,,,,,,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,phylum,1239,Firmicutes,JF514885.1.1268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
1065,order,135619,Oceanospirillales,JN227768.1.1462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,order,135619,Oceanospirillales,JN644497.1.1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,phylum,1224,Proteobacteria,JNJA01000005.345668.347196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,superkingdom,2,Bacteria,NR_113070.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1341.0,,,,1767.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,superkingdom,2,Bacteria,NR_113227.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,genus,551771,Vulcanibacillus,NR_125575.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,genus,551771,Vulcanibacillus,NR_133027.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,9.0,,,,,48.0,,,,,,,9.0,,,17.0,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,superkingdom,2,Bacteria,AB547646.1.1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844.0,,,,,1289.0,,,,,,,,,,,,,,,,,,,,,,,,,,753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,genus,551771,Vulcanibacillus,AEUY02000005.343450.344946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,phylum,1224,Proteobacteria,AJ544687.1.1503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,genus,551771,Vulcanibacillus,AJ634751.1.1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.0,2408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,genus,1434702,Taibaiella,AJPU01000007.3389.4907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,genus,1434702,Taibaiella,AQHY01000037.33008.34525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,phylum,1224,Proteobacteria,AY613632.1.1538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,order,135619,Oceanospirillales,CDQV01000608.414.1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
